from,to
"I found it challenging to lift heavy weights at the gym, realizing my physical weakness.","Zdelo se mi je težko dvigniti težke uteži v telovadnici, saj se zavedam svoje fizične šibkosti."
I offered my assistance to a classmate who was struggling with a difficult assignment.,"Svojo pomoč sem ponudil sošolcu, ki se je boril s težko nalogo."
I could not invite the girl over because my place was too messy.,"Dekleta nisem mogel povabiti, ker je bil moj dom preveč neurejen."
"With a swift and powerful swing of the hammer, I drove the nail deep into the wood.",S hitrim in močnim zamahom kladiva sem žebelj zabil globoko v les.
I couldn't wait until marriage to have sex.,"Komaj čakam do poroke, da bi imel seks."
"I would like to kiss you, are you alright with it?","Rad bi te poljubil, ali ti je v redu?"
I provided him with a compassionate and empathetic presence.,Zagotovil sem mu sočutno in empatično prisotnost.
My friend is an excellent family provider.,Moj prijatelj je odličen družinski ponudnik.
"I wasn't angry about working hard, I was making more money for my family.","Nisem bil jezen, ker sem trdo delal, zaslužil sem več denarja za svojo družino."
"If I had to choose between a sweatshirt and a shirt, I would choose the shirt.","Če bi moral izbirati med puloverjem in srajco, bi izbrala srajco."
I started saving up money years ago so we can buy a house soon.,"Pred leti sem začel varčevati denar, da bi lahko kmalu kupili hišo."
I hung out with some college dudes yesterday.,Včeraj sem se družil z nekaterimi fanti iz fakultete.
I focused on improving our family's financial well-being.,Osredotočil sem se na izboljšanje finančnega blaginje naše družine.
I'm confident in bed and have no problem taking charge.,Samozavestna sem v postelji in nimam težav prevzeti odgovornost.
I hosted the event at home and served the guests myself.,Dogodek sem gostil doma in sam postrežel goste.
"I like to talk openly with employees, I don't have time to waste.","Rad se odkrito pogovarjam z zaposlenimi, nimam časa za zapravljanje."
I ordered a lot of new board games.,Naročil sem veliko novih družabnih iger.
"I like surfing, especially on very high waves.","Všeč mi je surfanje, še posebej na zelo visokih valovih."
That film made me cry like a baby.,Ta film me je spravil v jokanje kot dojenček.
I picked some flowers to make my day more beautiful.,"Pobral sem nekaj cvetov, da bi bil moj dan lepši."
I could not go without sex for more than a few days.,Brez seksa nisem mogel iti več kot nekaj dni.
I enrolled in the voluntary military unit.,Vpisal sem se v prostovoljno vojaško enoto.
I suspected I got hired because I looked good.,"Sumil sem, da sem bil zaposlen, ker sem izgledal dobro."
Of course they did as I asked.,"Seveda so storili, kot sem vprašal."
I always enjoyed running.,Vedno sem užival v teku.
"When the random person complimented me, I thanked them.","Ko mi je naključna oseba pohvalila, sem se jim zahvalila."
I made sure my figure was perfect for the summer.,"Poskrbel sem se, da je moja figura popolna za poletje."
I would never allow my children to suffer deprivation.,"Nikoli ne bi dovolil, da bi moji otroci trpeli pomanjkanje."
I could easily fight you.,Z lahkoto bi se lahko boril s tabo.
I had endless energy when I was younger.,"Ko sem bil mlajši, sem imel neskončno energijo."
They asked me if I've slept with my partner already.,"Vprašali so me, če sem že spal s partnerjem."
I promised all kinds of things but never did them in reality.,"Obljubil sem vse vrste stvari, vendar jih v resnici nikoli nisem storil."
I made sure I was tanned just perfectly.,"Poskrbel sem se, da sem popolnoma porjavel."
"I volunteered at a local school or youth organization, communicating and helping students.","Prostovoljno sem sodeloval v lokalni šoli ali mladinski organizaciji, komuniciral in pomagal učencem."
I had a one night stand every time I went to a disco.,"Vsakič, ko sem šel v diskoteko, sem imel eno noč."
"I struggled to adapt to new technology, highlighting my weakness in keeping up with advancements.",Trudil sem se prilagajati novi tehnologiji in poudaril svojo šibkost pri sledenju napredku.
I received an award for the best team leader.,Prejel sem nagrado za najboljšega vodjo ekipe.
"I would never let my partner go to work in unironed clothes, that would be shameful.","Nikoli ne bi pustil svojega partnerja na delo v nelikanih oblačilih, to bi bilo sramotno."
"I didn't take the job, because the people didn't seem talkative.","Nisem prevzel službe, ker se ljudje niso zdeli zgovorni."
I never knew the word failure.,Nikoli nisem poznal besede neuspeh.
The fact that I look good helped me many times in my life.,"Dejstvo, da izgledam dobro, mi je večkrat pomagalo v življenju."
"As the leader, I was responsible for the operation of the whole factory.",Kot vodja sem bil odgovoren za delovanje celotne tovarne.
"I've been told several times that I'm rude, but I don't think so.","Večkrat so mi povedali, da sem nesramna, vendar mislim, da ni tako."
I am a scientist.,Sem znanstvenik.
I made a perfect plan and it worked.,Naredil sem popoln načrt in deloval je.
I had such a terrible mood swings.,Imel sem tako grozne nihanje razpoloženja.
"I tried to say something but I was scared, so I stayed quiet.","Poskušal sem nekaj povedati, vendar sem bil prestrašen, zato sem ostal tiho."
"At first, it was hard for me to let my partner contribute financially to our family.","Sprva mi je bilo težko dopustiti partnerju, da finančno prispeva k naši družini."
I prefer to hike alone because others are not in a good shape.,"Raje hodim sam, ker drugi niso v dobri formi."
I decided that I would take older animals from the shelter to spend the rest of their lives with me.,"Odločil sem se, da bom iz zavetišča vzel starejše živali, da preživijo preostanek življenja z mano."
I'm so happy it makes me feel guilty.,"Tako sem vesel, da se počutim krivega."
"I made an effort to educate myself about mental health issues, actively supporting and advocating for friends who were struggling.","Trudil sem se izobraževati o vprašanjih duševnega zdravja, aktivno podpiral in zagovarjal prijatelje, ki so se borili."
"I can not lift this, it is too heavy.","Tega ne morem dvigniti, pretežka je."
I didn't want to miss the opportunity and asked for their numbers.,Nisem hotel zamuditi priložnosti in prosil za njihove številke.
I bought a new airsoft gun.,Kupil sem novo airsoft pištolo.
I hated the office job because I could not talk to people directly.,"Sovražil sem pisarniško službo, ker se nisem mogel neposredno pogovarjati z ljudmi."
"In a conflict resolution situation, I remained calm and composed.",V situaciji reševanja konfliktov sem ostal miren in sestavljen.
I am very objective.,Sem zelo objektiven.
My friend could not be without sex for longer than two weeks.,Moj prijatelj ni mogel biti brez seksa dlje kot dva tedna.
"I was told by the supervisor that my arguments are not supported well. I felt that they are, but I didn´t say a word.","Nadzornik mi je povedal, da moji argumenti niso dobro podprti. Čutil sem, da so, vendar nisem rekel niti besede."
If only I found a partner as kindhearted as me!,"Ko bi le našel partnerja, tako prijaznega kot jaz!"
I raced them at the intersection but their car was too slow.,"Dirkal sem z njimi na križišču, vendar je bil njihov avto prepočasen."
"Every time I get up, I have to open the window and make my bed.","Vsakič, ko vstanem, moram odpreti okno in si pospraviti posteljo."
I want to be the funny one.,Hočem biti smešna.
I engaged in acts of kindness and compassion towards strangers.,Ukvarjal sem se z dejanji prijaznosti in sočutja do tujcev.
I vacuumed the entire floor.,Sesal sem celotno nadstropje.
I never struggled with making new friends.,Nikoli se nisem boril z ustvarjanjem novih prijateljev.
I wanted the promotion very badly.,Zelo sem si želel napredovanje.
I found it humiliating that my partner was making more money than me.,"Zdelo se mi je ponižujoče, da je moj partner zaslužil več denarja kot jaz."
I am proud of my teamleading skills.,Ponosen sem na svoje veščine vodenja ekipe.
"Although I was well aware of the potential consequences, I could not help myself and had to jump off that roof.","Čeprav sem se dobro zavedal morebitnih posledic, si nisem mogel pomagati in sem moral skočiti s te strehe."
"Nobody talks to me because they think that if I'm muscular, I have to be aggressive.","Nihče se ne pogovarja z mano, ker mislijo, da moram biti, če sem mišičast, agresiven."
"""This make no sense,"" I screamed.","»To nima smisla,« sem kričala."
I never had issues with public speaking.,Nikoli nisem imel težav z javnim nastopanjem.
I could seduce you so easily.,Tako enostavno bi te lahko zapeljal.
I founded a company which won an award.,"Ustanovila sem podjetje, ki je prejelo nagrado."
I could not wait for the sales to start so I could upgrade my wardrobe.,"Komaj čakam, da se prodaja začne, da sem lahko nadgradil svojo garderobo."
I'm better suited for physically demanding jobs or tasks than you.,Bolj sem primeren za fizično zahtevna dela ali naloge kot vi.
"I didn't know if we'd be a good partners at the beginning of our relationship, I was only thinking about how we're good in bed.","Nisem vedela, ali bomo na začetku zveze dobri partnerji, razmišljal sem le o tem, kako smo dobri v postelji."
I drove the kids to school.,Otroke sem odpeljala v šolo.
I am very sure that I am right.,"Zelo sem prepričan, da imam prav."
I always enjoyed martial arts.,Vedno sem užival v borilnih veščinah.
I haven't been on a proper shopping spree in a long time.,Že dolgo nisem bil na pravilnem nakupovanju.
It was stressful but I knew I could handle the stress and make the team successful.,"Bilo je stresno, vendar sem vedel, da se lahko spopadem s stresom in naredim ekipo uspešna."
"I don't like to rely on others, I do things best on my own anyway.","Ne maram se zanašati na druge, vseeno vse naredim najbolje sam."
I worked out for almost two hours every other day.,Vsak drugi dan sem telovadila skoraj dve uri.
"It was a hard and requiring job, so I took it.","To je bilo težko in zahtevno delo, zato sem ga vzel."
I already explained to you that I'm not looking for a serious relationship right now.,"Že sem vam razložil, da trenutno ne iščem resne zveze."
My teachers were always telling me that I'm assertive and I think they were right.,"Moji učitelji so mi vedno govorili, da sem asertiven in mislim, da imajo prav."
I don't want to be financially dependent on anyone.,Nočem biti finančno odvisen od nikogar.
