from,to
"""I didn't want to change my plans, but it seemed impolite to refuse."", the woman said.","„Nechcel som zmeniť svoje plány, ale zdalo sa mi neslušné odmietnuť. „, povedala žena."
"""I often bought expensive gifts for my family."", the woman said.","„Často som kupoval drahé darčeky pre svoju rodinu. „, povedala žena."
"""I made the bed."", the woman said.","„Urobil som posteľ. „, povedala žena."
"""I have discovered a new cream that moisturises the skin perfectly."", the woman said.","„Objavil som nový krém, ktorý dokonale hydratuje pokožku. „, povedala žena."
"""I wouldn't have started it unless I knew I would be able to finish."", the woman said.","„Nezačal by som to, keby som nevedel, že budem schopný dokončiť. „, povedala žena."
"""I like talking to new people."", the woman said.","„Rád sa rozprávam s novými ľuďmi. „, povedala žena."
"""I always enjoyed reading astrology predictions."", the woman said.","„Vždy som rád čítal astrologické predpovede. „, povedala žena."
"""They pushed their ideas on me and I did not do anything."", the woman said.","„Posunuli na mňa svoje nápady a ja som nič neurobil. „, povedala žena."
"""In any relationship, I was always the submissive one."", the woman said.","„V každom vzťahu som bol vždy ten submisívny. „, povedala žena."
"""I never liked confronting someone."", the woman said.","„Nikdy som nemal rád niekoho konfrontovať. „, povedala žena."
"""I always demanded respect from my co-workers."", the woman said.","„Vždy som požadoval rešpekt od svojich spolupracovníkov. „, povedala žena."
"""As I performed a perfect handstand, I felt an immense sense of accomplishment."", the woman said.","„Keď som predvádzal perfektnú stojku, cítil som obrovský pocit úspechu. „, povedala žena."
"""I had to hire a bunch of guys to come help me with moving my paintings."", the woman said.","„Musel som najať kopu chlapcov, ktorí mi prišli pomôcť s presunutím mojich obrazov. „, povedala žena."
"""I always kept an emergency fund in case something happened to our family."", the woman said.","„Vždy som mal núdzový fond pre prípad, že by sa niečo stalo našej rodine. „, povedala žena."
"""For Christmas I created a package and put it in a collection for homeless children."", the woman said.","„Na Vianoce som vytvoril balíček a dal ho do zbierky pre deti bez domova. „, povedala žena."
"""I was never complaining about being the only one bringing money home."", the woman said.","„Nikdy som sa nesťažoval, že som jediný, kto prináša peniaze domov. „, povedala žena."
"""I wrestled with everyone."", the woman said.","„Zápasil som so všetkými. „, povedala žena."
"""I knew I was not physically strong enough."", the woman said.","„Vedel som, že nie som dostatočne fyzicky silný. „, povedala žena."
"""I try avoid confrontation because I tend to cry when I am under pressure."", the woman said.","„Snažím sa vyhnúť konfrontácii, pretože mám tendenciu plakať, keď som pod tlakom. „, povedala žena."
"""I am passionate."", the woman said.","„Som vášnivý. „, povedala žena."
"""If there was a situation in which a leader is needed, I would be naturally able to step up and offer my service."", the woman said.","„Ak by nastala situácia, v ktorej je potrebný vodca, bol by som prirodzene schopný zintenzívniť a ponúknuť svoje služby. „, povedala žena."
"""I ensured that my laundry was consistently washed, folded, and put away."", the woman said.","„Uistil som sa, že moja bielizeň bola dôsledne umytá, zložená a odložená. „, povedala žena."
"Woman: ""I like talking to new people.""",Žena: „Rád sa rozprávam s novými ľuďmi.“
"Woman: ""I saved the company before bankrupcy.""",Žena: „Zachránila som spoločnosť pred bankrotom.“
"Woman: ""I demonstrated professional integrity, inspiring my colleagues to strive for excellence.""","Žena: „Preukázala som profesionálnu integritu a inšpirovala svojich kolegov, aby sa usilovali o dokonalosť.“"
"Woman: ""I have had a lot of sexual partners.""",Žena: „Mala som veľa sexuálnych partnerov.“
"Woman: ""I try to be a role model to my children to motivate them to be hardworking and honest.""","Žena: „Snažím sa byť vzorom pre svoje deti, aby som ich motivoval k pracovitým a úprimným.“"
"Woman: ""I did not let my emotions take over.""","Žena: „Nedovoľila som, aby moje emócie prevzali.“"
"Woman: ""As I performed a perfect handstand, I felt an immense sense of accomplishment.""","Žena: „Keď som predvádzala dokonalú stojku, cítila som obrovský pocit úspechu.“"
"Woman: ""I decided to work in a non-profit organization.""",Žena: „Rozhodla som sa pracovať v neziskovej organizácii.“
"Woman: ""I continually educated myself.""",Žena: „Neustále som sa vzdelávala.“
"Woman: ""I maintained strict confidentiality and adhered to ethical standards.""",Žena: „Zachovala som prísnu dôvernosť a dodržiavala som etické normy.“
"Woman: ""I felt that taking care of house was always my responsibility.""","Žena: „Cítil som, že starostlivosť o dom je vždy mojou zodpovednosťou.“"
"Woman: ""I based my decision on my emotions.""",Žena: „Svoje rozhodnutie som založila na svojich emóciách.“
"Woman: ""I have always been outgoing so people like me and I like to be surrounded by friends.""","Žena: „Vždy som bola odchádzajúca, takže ľudia ako ja a ja som rád obklopený priateľmi.“"
"Woman: ""I am not asexual.""",Žena: „Nie som asexuálna.“
"Woman: ""I couldn’t open the pickles, so I asked my roommate to do it.""","Žena: „Nemohla som otvoriť uhorky, tak som požiadala svojho spolubývajúceho, aby to urobil.“"
"Woman: ""In any relationship, I was always the submissive one.""",Žena: „V každom vzťahu som bol vždy ten submisívny.“
"Woman: ""I have always been a leadership type.""",Žena: „Vždy som bola vodcovským typom.“
"Woman: ""I exhibited a disregard for rules and boundaries.""",Žena: „Preukázal som nerešpektovanie pravidiel a hraníc.“
"Woman: ""I paid for everyones coffee.""",Žena: „Zaplatil som každému kávu.“
"Woman: ""I was never complaining about being the only one bringing money home.""","Žena: „Nikdy som sa nesťažovala, že som jediná, kto prináša peniaze domov.“"
"Woman: ""For Christmas I created a package and put it in a collection for homeless children.""",Žena: „Na Vianoce som vytvoril balík a dal ho do zbierky pre deti bez domova.“
"Woman: ""I wouldn't have started it unless I knew I would be able to finish.""","Žena: „Nezačala by som to, keby som nevedela, že budem schopná dokončiť.“"
"Woman: ""I got tanned to look better.""","Žena: „Opálila som sa, aby som vyzerala lepšie.“"
"Woman: ""I have discovered a new cream that moisturises the skin perfectly.""","Žena: „Objavila som nový krém, ktorý dokonale hydratuje pokožku.“"
"Woman: ""I had my friend’s kids in my arms and after five minutes I had to put them down because they were too heavy.""","Žena: „Mala som v náručí deti môjho priateľa a po piatich minútach som ich musela položiť, pretože boli príliš ťažké.“"
"Woman: ""I always knew that it’s important to have a good skincare routine.""","Žena: „Vždy som vedela, že je dôležité mať dobrú rutinu starostlivosti o pleť.“"
"Woman: ""Never in my life I had refused any challenge.""",Žena: „Nikdy v živote som neodmietla žiadnu výzvu.“
"Woman: ""I didn't want to change my plans, but it seemed impolite to refuse.""","Žena: „Nechcela som zmeniť svoje plány, ale zdalo sa nezdvorilé odmietnuť.“"
"Woman: ""I always kept an emergency fund in case something happened to our family.""","Žena: „Vždy som mala núdzový fond pre prípad, že by sa niečo stalo našej rodine.“"
"Woman: ""I knew I was not physically strong enough.""","Žena: „Vedela som, že nie som dosť fyzicky silná.“"
"Woman: ""When I get calls from some surveys, I don’t have the heart to turn them down, so I always prefer to trick them into thinking I can’t talk.""","Žena: „Keď dostanem hovory z niektorých prieskumov, nemám srdce ich odmietnuť, takže ich vždy radšej oklamem, aby si mysleli, že nemôžem hovoriť.“"
"Woman: ""I often bought expensive gifts for my family.""",Žena: „Často som kupovala drahé darčeky pre svoju rodinu.“
"Woman: ""I always demanded respect from my co-workers.""",Žena: „Vždy som požadovala rešpekt od svojich spolupracovníkov.“
"Woman: ""I made the bed.""",Žena: „Urobil som posteľ.“
"Woman: ""I was scared to walk alone at night because if anything happened I wouldn't be able to counterattack.""","Žena: „Bála som sa chodiť sama v noci, pretože keby sa niečo stalo, nebol by som schopný protiútoku.“"
"Woman: ""They pushed their ideas on me and I did not do anything.""",Žena: „Tlačili na mňa svoje nápady a ja som nič neurobil.“
"Woman: ""I wrestled with everyone.""",Žena: „Zápasila som so všetkými.“
"Woman: ""I like serving my country.""",Žena: „Rád slúžím svojej krajine.“
"Woman: ""I never liked confronting someone.""",Žena: „Nikdy som nemal rád niekoho konfrontovať.“
"Woman: ""I took in the puppy, because it had no home.""","Žena: „Vzala som šteniatko, pretože nemala domov.“"
"Woman: ""I had to hire a bunch of guys to come help me with moving my paintings.""","Žena: „Musela som najať kopu chlapcov, aby mi prišli pomôcť s presunutím mojich obrazov.“"
"Woman: ""I always enjoyed reading astrology predictions.""",Žena: „Vždy ma bavilo čítať astrologické predpovede.“
"Woman: ""When I got bitten by the lion, I didn't hesitate and tended to my wound.""","Žena: „Keď ma lev uhryzol, neváhal som a staral som sa o svoju ranu.“"
